CLIENTNUM,idstatus,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
716396358,1,3,0,1531000,35,0.61900001764297485
716399583,1,2,1,2286000,39,6.4000003039836884E-2
716400633,1,3,3,2057000,54,0.27700001001358032
716402508,1,3,3,4265000,87,0.62099999189376831
716403633,1,3,2,4467000,69,0.48199999332427979
716404383,2,3,2,2315000,52,0.13400000333786011
716406483,1,3,3,13124000,103,5.7000000029802322E-2
716408058,1,3,4,3673000,72,0.51899999380111694
716411358,1,5,3,4676000,78,0
716414958,1,3,3,3659000,66,0.81400001049041748
716420358,1,2,4,3151000,78,0.57300001382827759
716421633,2,2,4,3174000,44,0
716425833,2,2,1,1797000,35,3.5999998450279236E-2
716430933,1,1,2,13740000,131,0
716431833,1,3,4,4614000,96,0.10400000214576721
716432658,1,2,1,4490000,65,0
716434533,2,3,4,2106000,56,0
716436483,1,4,3,2521000,50,0
716437533,1,3,3,4101000,88,0
716438433,1,3,3,4002000,66,0.14300000667572021
716439258,1,1,1,13648000,103,0.43799999356269836
716441058,1,5,2,13820000,99,0
716442333,1,2,2,4977000,88,0.64499998092651367
716443608,1,3,1,4050000,78,0.17200000584125519
716444733,1,3,4,4271000,79,0
716445783,1,2,0,1191000,37,0
716447733,1,3,3,1921000,43,0.15000000596046448
716448783,2,4,3,1225000,34,0
716451183,1,2,3,1706000,21,0.30799999833106995
716452083,1,3,2,2052000,50,0.26899999380111694
716452908,1,2,3,2246000,44,0.15399999916553497
716453883,1,3,1,4423000,63,0.47299998998641968
716454858,1,1,3,14257000,94,0.56499999761581421
716455683,1,2,3,1279000,28,4.6999998390674591E-2
716456808,1,2,5,2429000,69,0.15600000321865082
716457783,1,1,3,14378000,98,0.13099999725818634
716458983,1,1,3,1424000,29,0.25499999523162842
716460933,1,1,4,1456000,44,0.1379999965429306
716461683,1,3,1,4134000,72,0.11299999803304672
716462658,1,1,1,1387000,36,0
716464533,1,3,3,13783000,116,0.26399999856948853
716466483,1,3,3,4624000,87,0.59799998998641968
716468658,1,1,3,4101000,80,0
716470683,1,1,3,4827000,77,9.8999999463558197E-2
716471508,1,1,2,4350000,83,0
716474358,1,3,2,4853000,74,0.42399999499320984
716475183,1,3,3,4326000,81,7.2999998927116394E-2
716477133,1,3,4,3910000,75,0.58300000429153442
716479233,1,3,2,1080000,21,0.12999999523162842
716480358,1,2,1,13814000,81,0.11699999868869781
716481408,1,1,1,4769000,76,0
716482533,1,1,2,14893000,98,0
716483358,1,1,4,5481000,68,0.21699999272823334
716484333,1,1,2,4410000,84,0.6940000057220459
716485308,1,3,3,5008000,93,0.86599999666213989
716486508,2,2,2,5529000,78,0
716487408,1,1,3,1637000,43,0.77799999713897705
716492583,1,3,4,4539000,89,0.7149999737739563
716493408,1,3,3,1592000,37,0.1080000028014183
716494383,1,2,2,4399000,78,0.25999999046325684
716497908,1,1,2,3698000,65,0
716498883,1,4,1,3577000,64,3.0999999493360519E-2
716501133,1,4,0,3912000,79,0.56300002336502075
716506083,2,3,4,10291000,60,0
716510658,2,3,3,2526000,41,0.90700000524520874
716511483,1,3,3,3404000,54,0.29499998688697815
716512383,1,3,1,4817000,87,0.89399999380111694
716513358,1,3,3,4402000,91,0.87099999189376831
716516208,1,2,3,3748000,64,0
716520033,1,4,1,4639000,61,0.73100000619888306
716522583,1,3,3,1362000,33,0.79000002145767212
716529258,1,3,4,1591000,35,0
716530533,1,1,4,4094000,77,0.63700002431869507
716532258,1,3,2,3291000,55,0.46299999952316284
716535408,1,1,3,3843000,69,0.11999999731779099
716537433,1,4,1,5170000,68,0.82599997520446777
716543433,1,2,2,15195000,99,0.10499999672174454
716545383,1,1,0,1154000,38,0.16200000047683716
716546283,1,3,4,3944000,72,7.1999996900558472E-2
716548083,1,1,4,2593000,57,0.79400002956390381
716549058,1,1,3,1998000,41,0.73600000143051147
716551533,1,1,3,4779000,86,0.76599997282028198
716552433,1,1,2,15926000,117,0.210999995470047
716556258,1,1,3,4401000,60,0
716558283,1,2,2,5247000,84,0.64499998092651367
716559108,1,2,3,4296000,68,0.83399999141693115
716564433,2,2,4,1635000,41,0
716565258,1,2,4,2526000,54,0
716567433,1,2,3,4337000,82,0.38699999451637268
716568708,1,3,2,1099000,27,0
716569983,1,1,2,1765000,27,0.75300002098083496
716570958,2,2,3,2351000,39,3.5000000149011612E-2
716573058,2,3,4,1598000,40,0
716574033,1,2,2,7149000,86,0.10199999809265137
716575758,2,3,2,1859000,41,0
716578158,1,2,5,3205000,49,0.58499997854232788
716580033,1,1,3,1872000,59,8.5000000894069672E-2
716580933,1,3,3,4533000,65,0.62099999189376831
716581983,1,2,3,4792000,91,0.21199999749660492
716584158,1,1,2,2090000,47,0.17399999499320984
716586408,1,1,3,4187000,86,0.210999995470047
716592558,1,3,3,4501000,68,0.47099998593330383
716593533,1,1,3,3651000,76,0
716596308,1,2,3,1872000,51,0.41800001263618469
716600733,2,3,3,2572000,43,0.1120000034570694
716602683,1,3,2,5092000,70,0.36700001358985901
716604633,1,2,2,1865000,53,0.30099999904632568
716606733,1,2,3,4833000,85,0.67500001192092896
716608608,2,3,3,1084000,32,0.1809999942779541
716609433,2,3,2,4939000,63,0.15000000596046448
716610558,1,3,3,2724000,71,0.14200000464916229
716612958,1,1,3,1830000,36,0.15700000524520874
716613933,1,5,2,3651000,60,0.43399998545646667
716614683,1,3,1,3847000,73,3.5999998450279236E-2
716615583,1,3,3,1834000,59,0.44200000166893005
716617608,1,3,3,1936000,58,0.6380000114440918
716619558,1,3,2,16401000,119,0.14100000262260437
716620458,1,2,3,2439000,63,0
716624133,1,1,3,1205000,19,0.14699999988079071
716625033,2,3,6,2753000,43,0
716626008,1,3,4,4243000,102,0.32800000905990601
716628633,1,3,3,4406000,74,0.34599998593330383
716630508,1,2,4,4425000,75,0.18600000441074371
716631708,1,3,1,4027000,67,0.73400002717971802
716632758,1,2,0,1295000,40,0.84299999475479126
716635758,1,3,2,4345000,68,0.71200001239776611
716636808,1,2,2,3572000,55,0
716639058,1,3,3,3278000,53,0
716641983,1,3,3,4835000,84,9.7000002861022949E-2
716643033,2,3,3,2981000,40,0.82800000905990601
716644008,2,3,4,9931000,70,0
716645883,1,2,2,4297000,68,0
716647983,1,3,1,1574000,34,0.125
716653758,1,3,3,4226000,74,0
716654808,2,4,4,2084000,31,0
716655858,1,3,2,14036000,99,0
716657058,1,3,3,1566000,37,0.11100000143051147
716660583,1,5,2,3696000,72,0.17000000178813934
716662683,1,2,3,5069000,81,0.57099997997283936
716663808,1,3,1,15443000,102,0.18000000715255737
716666133,1,4,1,4657000,70,0
716668308,2,2,4,3151000,39,0
716669658,2,3,3,2760000,38,0.80199998617172241
716670783,1,2,1,4776000,63,4.3999999761581421E-2
716671983,1,3,2,4141000,65,0.31499999761581421
716673258,1,1,3,3977000,83,0.63400000333786011
716675358,1,2,2,4607000,83,0.27099999785423279
716680983,1,1,1,4924000,70,0.53799998760223389
716682258,1,3,5,3650000,62,0.05000000074505806
716685033,1,1,2,5344000,82,0.28799998760223389
716686158,1,2,3,1621000,32,0.40599998831748962
716688183,2,3,3,2878000,45,0.91399997472763062
716689383,1,1,1,3964000,77,0.25499999523162842
716691783,1,2,3,7689000,84,0.4050000011920929
716692683,1,1,3,2318000,54,0
716694108,2,3,3,2682000,48,9.0000003576278687E-2
716695533,1,3,3,3875000,75,0.7720000147819519
716697708,2,2,4,3121000,56,0
716698608,1,1,1,4441000,87,0
716702358,1,3,2,4048000,83,0.29899999499320984
716704158,1,3,2,8087000,86,7.2999998927116394E-2
716705433,1,1,3,4182000,78,7.4000000953674316E-2
716708583,2,3,5,7667000,68,0
716709858,2,2,3,2721000,54,0
716711433,2,3,1,2270000,46,1.9999999552965164E-2
716713533,1,2,2,3393000,58,6.4999997615814209E-2
716714733,1,2,0,3642000,69,0.27599999308586121
716716083,1,2,3,4578000,84,0.56000000238418579
716717733,2,5,4,8918000,87,0.17700000107288361
716721483,2,2,2,8696000,72,0.14000000059604645
716723658,1,3,1,13625000,110,0.4309999942779541
716725008,1,3,2,7886000,94,0.28600001335144043
716726058,1,1,1,4609000,79,0.53200000524520874
716727258,1,1,2,4435000,67,0
716728233,1,3,1,14178000,123,0.46000000834465027
716732958,1,2,3,7925000,90,0.2800000011920929
716733933,1,3,2,5051000,64,0.38199999928474426
716736858,1,3,2,3774000,80,0
716739258,1,2,4,3932000,62,0
716741508,1,1,3,4460000,65,0.41200000047683716
716742483,1,3,3,7525000,100,0.15099999308586121
716745408,1,2,3,7803000,81,0.15600000321865082
716747283,1,2,2,5059000,79,0.58399999141693115
716748483,1,2,3,16208000,129,0.42199999094009399
716750358,1,1,3,3483000,82,0.24500000476837158
716751858,2,3,3,2597000,40,0.2070000022649765
716753058,1,2,2,4813000,78,0.20900000631809235
716754783,2,2,3,2229000,44,7.6999999582767487E-2
716756133,1,3,2,5079000,80,0.51099997758865356
716757033,1,1,4,3045000,56,0.25699999928474426
716758008,1,2,1,4813000,83,0.62999999523162842
716758908,1,2,3,4492000,71,6.4000003039836884E-2
716761308,1,3,3,5199000,83,0
716762733,1,1,1,8300000,94,0.47400000691413879
716766033,1,2,3,4439000,65,0.70200002193450928
716768808,1,2,4,1591000,43,8.2000002264976501E-2
716769783,1,2,4,3943000,78,0.14399999380111694
716773533,1,1,3,1712000,48,0.70399999618530273
716780283,1,3,3,4050000,89,0.26199999451637268
716782758,2,2,4,2013000,32,0
716786808,1,2,2,3838000,66,0
716790633,2,2,3,1789000,38,0
716791908,1,2,1,4480000,77,7.1999996900558472E-2
716793108,1,1,2,2334000,61,0.55299997329711914
716797758,1,2,4,1670000,33,0
716800908,1,0,3,2496000,49,0
716804283,1,2,2,1270000,33,5.6000001728534698E-2
716805408,1,2,2,4511000,74,0.15000000596046448
716806383,1,1,3,9042000,122,0.05299999937415123
716811483,1,2,1,1859000,43,0
716815308,1,2,5,3942000,69,0.33899998664855957
716816583,1,3,1,14463000,94,0.13899999856948853
716819958,1,1,2,1661000,35,9.3999996781349182E-2
716822583,1,2,3,3648000,74,0.15299999713897705
716823408,1,2,2,2278000,77,5.7000000029802322E-2
716825808,1,1,0,4063000,75,0.82200002670288086
716829483,1,2,2,1988000,36,0.68199998140335083
716831508,1,1,3,3492000,59,0.77600002288818359
716832858,2,2,4,7412000,60,3.2000001519918442E-2
716835033,1,3,2,1836000,37,0.15899999439716339
716836308,1,3,2,14791000,124,0.29699999094009399
716837508,1,2,1,8695000,95,0
716838633,1,5,0,4869000,84,0.10000000149011612
716839983,1,3,2,4520000,75,0
716841783,1,2,3,5080000,85,6.8999998271465302E-2
716842908,1,2,1,4986000,80,0.59600001573562622
716850558,1,1,3,15279000,122,3.7000000476837158E-2
716851908,1,3,3,4784000,70,0.53899997472763062
716853258,1,3,2,4253000,72,0
716855058,2,2,4,2557000,45,0
716856408,2,2,4,2392000,44,0
716858433,2,3,1,5372000,75,0
716860233,1,3,0,4124000,87,8.6000002920627594E-2
716863458,2,3,3,8570000,68,1.6000000759959221E-2
716864733,1,3,3,1805000,46,6.7000001668930054E-2
716866308,1,3,4,1872000,34,0.18500000238418579
716869458,1,6,1,2251000,63,9.4999998807907104E-2
716870583,1,5,3,2853000,55,0.58399999141693115
716871633,1,2,3,7222000,93,0.15399999916553497
716873733,2,3,3,2639000,53,0.70800000429153442
716875083,1,3,4,2351000,42,0
716877258,1,3,2,4641000,65,0.34599998593330383
716878533,1,1,1,1425000,33,0.17200000584125519
716881683,2,3,3,5567000,51,0.73299998044967651
716882658,1,2,4,2141000,55,0.54699999094009399
716890533,1,2,2,5377000,86,0.78899997472763062
716891583,1,2,0,4537000,60,0.51999998092651367
716893683,2,3,3,6009000,53,0.17200000584125519
716894658,1,2,2,16824000,123,0.20299999415874481
716896833,1,1,4,1976000,35,0.11599999666213989
716899233,1,4,3,4542000,70,0.12300000339746475
716900433,1,2,2,2384000,61,0.55199998617172241
716901858,1,1,2,3691000,77,0
716905158,1,1,3,3904000,72,0
716908158,1,2,1,3299000,64,0.30500000715255737
716909283,1,1,3,3280000,78,0
716911608,1,1,4,3816000,71,0.66200000047683716
716915133,1,3,4,4397000,70,0
716918508,1,3,3,1602000,49,0.31799998879432678
716919633,1,1,1,4450000,73,0
716920908,1,1,0,1922000,48,0.1940000057220459
716922633,2,3,4,2600000,47,0.62300002574920654
716924058,1,1,3,1417000,25,0.18899999558925629
716924958,2,0,3,2288000,48,0.28299999237060547
716926758,1,6,2,4268000,91,0
716929233,1,3,4,5235000,92,0.31000000238418579
716930133,1,3,2,4594000,86,0
716931183,1,4,4,4296000,68,0.10400000214576721
716932308,1,1,3,4460000,79,0.13500000536441803
716933283,1,1,1,14738000,116,5.4999999701976776E-2
716934333,1,1,4,3556000,68,0.18500000238418579
716938383,1,2,3,3811000,61,0
716939358,1,3,4,4632000,67,0
716944983,1,3,4,1658000,27,0.10400000214576721
716947083,1,2,1,14593000,110,0.4869999885559082
716948283,1,3,2,3497000,69,0
716950758,2,3,2,1657000,43,0
716951658,1,3,1,4281000,82,0
716953083,1,2,2,4228000,81,0.61599999666213989
716955783,1,2,2,4418000,59,7.1999996900558472E-2
716959833,1,2,2,3973000,66,0
716961033,1,3,3,3630000,78,0.61100000143051147
716961933,1,2,4,4262000,70,0.50400000810623169
716963283,2,2,3,2751000,49,0.79500001668930054
716966808,1,3,3,1497000,35,0.14200000464916229
716968683,1,2,3,5157000,72,0.13400000333786011
716971833,1,3,3,4496000,61,0
716973333,1,3,2,5080000,76,0.36100000143051147
716974383,1,2,0,1911000,35,0.79400002956390381
716975583,1,4,3,4406000,62,0.67100000381469727
716977758,2,3,1,1913000,35,0.68500000238418579
716979183,1,1,2,15527000,106,7.9000003635883331E-2
716981358,1,3,0,4858000,73,0.44699999690055847
716982483,1,4,2,4497000,79,0
716984658,1,2,3,1106000,31,0
716986458,1,3,2,7605000,101,0.16099999845027924
716987358,2,1,3,5660000,59,0
716988633,1,1,2,1476000,38,0
716989683,1,3,3,3331000,74,0.55000001192092896
716990883,1,1,2,15260000,115,4.8000000417232513E-2
716991933,2,3,1,820000,25,0
716993058,1,2,3,4291000,78,6.7000001668930054E-2
716995083,1,2,4,4218000,64,0.39599999785423279
716996583,1,1,2,1734000,35,0.58300000429153442
716998608,1,3,2,1843000,44,0.18700000643730164
716999883,1,2,0,1405000,43,9.0000003576278687E-2
717000858,1,2,2,2274000,52,0.64800000190734863
717001908,2,2,2,2874000,44,0
717004533,1,3,0,4544000,81,0.24799999594688416
717006333,1,1,2,1935000,41,0.78799998760223389
717007458,1,3,3,3256000,71,0.42800000309944153
717008358,1,2,2,7919000,88,0
717011958,1,1,1,4494000,82,0
717013383,1,3,4,2866000,53,4.8999998718500137E-2
717015333,1,1,2,3974000,70,0.71899998188018799
717016833,1,4,2,4282000,69,0
717017808,1,1,2,4693000,83,7.1000002324581146E-2
717022533,1,1,3,4088000,66,0
717023508,1,1,2,4883000,85,0.5820000171661377
717026658,2,3,3,2866000,47,0
717028158,1,2,3,2649000,56,0.17100000381469727
717030633,1,3,4,3034000,51,0.59299999475479126
717035283,2,3,4,2216000,39,0.34700000286102295
717036408,1,3,1,4560000,81,0.34700000286102295
717038733,1,3,3,1324000,38,0.61000001430511475
717042333,2,3,3,2836000,48,0
717045033,1,1,3,4677000,87,8.9000001549720764E-2
717047583,2,3,2,8912000,63,0.52700001001358032
717049533,1,3,0,1438000,28,0.20200000703334808
717050883,1,2,2,4183000,71,0.60199999809265137
717052158,1,2,2,3492000,66,0.10999999940395355
717060858,2,2,3,8123000,71,0.36399999260902405
717066408,1,1,4,2540000,62,0.27399998903274536
717069033,1,1,3,4778000,65,0.23899999260902405
717072108,2,3,2,2571000,44,0
717073308,1,6,2,4804000,78,0.27099999785423279
717074283,2,2,6,2566000,49,0
717076458,1,3,1,14955000,102,0.14399999380111694
717078933,1,2,4,4256000,69,0.59899997711181641
717081483,1,2,2,16606000,96,8.7999999523162842E-2
717084708,1,4,1,3802000,68,0.62099999189376831
717085983,1,2,3,4312000,84,0.7630000114440918
717087858,1,3,1,4253000,74,0.45100000500679016
717090183,1,1,2,2117000,48,9.8999999463558197E-2
717091533,1,2,3,4253000,84,8.6000002920627594E-2
717093858,1,3,3,3664000,63,0.69199997186660767
717094758,1,3,1,4453000,84,0
717095733,1,3,4,4284000,69,0.7839999794960022
717096858,1,3,3,4828000,78,0.11100000143051147
717098208,1,2,2,1961000,51,0.16200000047683716
717099408,1,3,2,4583000,87,0
717100833,1,6,2,1401000,31,0
717103758,2,0,2,2616000,42,0
717105258,1,3,3,2181000,32,0.32300001382827759
717107808,1,4,2,4600000,76,0.84700000286102295
717109983,1,2,2,7768000,83,0.93999999761581421
717112533,1,2,0,4058000,88,0
717114708,1,3,2,4414000,77,0.6119999885559082
717121758,1,3,1,4627000,68,0.83700001239776611
717123858,1,1,3,4045000,62,0.44499999284744263
717124983,1,1,1,1459000,20,0
717125958,1,5,1,4747000,80,0.59600001573562622
717127083,1,3,0,2076000,58,0.11500000208616257
717128283,1,2,2,2305000,33,0.43599998950958252
717129333,1,1,2,4434000,73,0
717130383,1,3,3,1386000,30,0.30300000309944153
717131283,1,1,1,4712000,67,0.26199999451637268
717132633,1,2,2,3066000,61,0.20000000298023224
717134058,1,1,2,4028000,81,0.22499999403953552
717135333,1,2,2,13204000,97,7.6999999582767487E-2
717136533,1,2,2,4883000,73,0.32300001382827759
717138558,1,1,3,1813000,31,0
717139608,1,2,3,4635000,65,0.52499997615814209
717140733,1,3,3,9065000,85,0.12600000202655792
717141858,1,1,2,3151000,67,4.5000001788139343E-2
717146208,2,4,4,2828000,50,0.5910000205039978
717147708,1,3,2,4250000,81,0.34799998998641968
717151383,1,3,3,3616000,85,0.62400001287460327
717159858,1,2,2,2319000,61,0.49500000476837158
717166383,1,2,2,5097000,82,0.67599999904632568
717167283,1,1,4,1846000,56,0
717171408,1,2,1,2021000,41,0
717172308,2,2,4,1731000,32,0
717173358,1,2,3,14418000,100,0.19799999892711639
717174558,2,3,3,7733000,81,0
717176508,1,3,4,4171000,80,0.43900001049041748
717177783,1,2,3,15549000,121,0
717179508,1,1,3,4011000,68,0.65700000524520874
717180633,1,2,2,1704000,35,0.55299997329711914
717181833,1,2,2,3768000,59,8.6999997496604919E-2
717182883,1,2,2,4169000,74,0.62800002098083496
717185658,2,3,4,8531000,77,0
717189183,1,3,2,2665000,65,0.18700000643730164
717190533,1,3,2,1282000,32,5.0999999046325684E-2
717192933,1,2,1,1576000,34,0.30300000309944153
717195933,2,2,3,2431000,37,0
717198633,1,2,1,2556000,49,0.70800000429153442
717200508,1,1,3,4734000,73,0.66699999570846558
717202083,2,3,3,2619000,41,0
717202908,1,3,4,4270000,59,0.05299999937415123
717203958,1,3,2,1842000,32,8.6000002920627594E-2
717206508,1,2,2,1543000,35,0.64499998092651367
717207408,1,1,2,2995000,60,0.05299999937415123
717208833,2,2,2,2703000,56,0
717211608,1,4,2,4776000,68,0.24500000476837158
717212958,1,3,3,3153000,57,0.7929999828338623
717214158,1,3,3,15475000,94,0
717217983,1,2,3,5409000,79,0.80099999904632568
717219933,2,3,6,1930000,48,0.26100000739097595
717222033,1,1,4,4272000,76,0.72699999809265137
717225258,1,2,2,2383000,59,7.6999999582767487E-2
717229158,1,3,3,1893000,15,0.59500002861022949
717231558,1,2,2,4851000,74,0.48199999332427979
717233058,1,2,4,1524000,31,0.22400000691413879
717234183,1,1,4,1718000,37,0.23199999332427979
717237708,1,3,5,3982000,58,0.13199999928474426
717239133,1,3,1,3939000,60,6.1999998986721039E-2
717241233,1,3,3,14112000,123,0.2199999988079071
717242058,2,3,4,2134000,42,0
717244683,1,3,3,7409000,89,6.7000001668930054E-2
717247383,1,2,3,4789000,69,0
717248583,1,2,2,7849000,88,0.16500000655651093
717249783,1,2,2,1931000,67,0.40799999237060547
717251508,1,1,3,14127000,116,0
717252483,2,3,3,2196000,35,0
717255333,2,2,2,2729000,44,0
717257658,1,2,1,7971000,84,0.20800000429153442
717260058,1,1,5,1573000,27,0.55299997329711914
717261708,1,2,3,1548000,41,9.3000002205371857E-2
717262833,1,2,4,4345000,69,0.68900001049041748
717265983,1,2,0,3749000,80,0.20900000631809235
717267108,1,3,2,2061000,61,8.9000001549720764E-2
717268458,1,3,4,1952000,50,0.51099997758865356
717271983,1,3,2,3261000,64,3.9999999105930328E-2
717273333,1,2,2,4575000,84,0
717276708,1,3,2,1470000,30,0.80500000715255737
717277833,1,2,4,2294000,45,0.88899999856948853
717278808,1,2,1,3511000,56,0
717280158,1,3,5,3332000,60,0.61100000143051147
717281658,1,3,4,3953000,65,0.27799999713897705
717283008,1,1,2,15225000,108,0.18400000035762787
717284133,1,2,3,4520000,84,0.72500002384185791
717287883,1,2,3,1532000,24,0.45600000023841858
717291333,1,2,2,15110000,113,0
717292758,1,3,2,1161000,44,0
717295683,1,2,2,1546000,35,0.54400002956390381
717296808,1,3,2,1661000,32,0.83700001239776611
717297708,1,3,3,4439000,74,0.68500000238418579
717299958,1,2,0,4185000,66,0.625
717301908,1,3,3,1973000,55,0.49000000953674316
717307158,1,1,3,5331000,79,0.70899999141693115
717308433,2,3,3,2253000,39,0
717310458,1,3,2,2960000,65,0.16200000047683716
717316008,1,2,3,14977000,117,0
717321783,1,2,2,1617000,47,0.12300000339746475
717322833,1,2,2,1578000,30,0.18700000643730164
717324183,1,1,3,14769000,119,9.0000003576278687E-2
717325158,1,1,1,4474000,63,0.61400002241134644
717327783,1,2,2,2760000,44,0.14800000190734863
717331758,1,3,4,4228000,83,7.2999998927116394E-2
717332733,1,2,4,2851000,80,0
717334233,1,3,2,4804000,79,0.26399999856948853
717336408,2,3,1,2452000,44,0.72299998998641968
717338733,1,2,3,2801000,72,0
717340608,1,1,2,7703000,104,5.4000001400709152E-2
717343833,1,1,3,4518000,86,0.67000001668930054
717346833,1,2,2,3764000,76,0
717348258,1,1,3,2502000,48,0.42599999904632568
717353433,1,3,3,13015000,104,7.1999996900558472E-2
717354558,2,3,3,683000,17,0.36100000143051147
717355533,1,1,2,13759000,120,3.7999998778104782E-2
717358158,1,1,2,3215000,64,0.21699999272823334
717359208,1,3,1,4037000,72,0.36000001430511475
717364458,1,1,4,2053000,33,0.33399999141693115
717365958,1,2,3,4765000,71,0
717368208,2,2,4,2138000,43,0
717370533,1,2,1,6453000,89,5.9999998658895493E-2
717371583,2,3,5,1954000,45,0.21199999749660492
717374358,1,3,0,2161000,56,0.54900002479553223
717376758,1,3,1,4108000,72,0.59200000762939453
717380133,1,4,1,4218000,72,0.57800000905990601
717381183,1,2,2,4513000,57,0.44900000095367432
717382608,1,2,2,8780000,86,9.3999996781349182E-2
717384183,1,3,1,4863000,79,0.76700001955032349
717385083,1,2,3,4813000,87,0.22800000011920929
717385983,1,6,2,1645000,30,0
717387933,1,3,3,3837000,57,0.75800001621246338
717389433,1,1,4,3638000,67,0
717390408,2,2,3,7590000,87,0
717392358,1,2,2,1786000,50,4.6000000089406967E-2
717395733,1,4,3,4512000,81,0.16599999368190765
717397983,1,2,3,7570000,98,4.1000001132488251E-2
717399183,1,3,1,2774000,52,0.14599999785423279
717400533,1,2,2,4839000,92,0.29199999570846558
717401883,1,2,2,1694000,44,0.16200000047683716
717403158,1,2,2,14218000,102,0.21500000357627869
717405408,1,2,0,4143000,82,0.48600000143051147
717406983,2,3,3,8395000,62,0
717409533,2,2,3,2824000,43,0.81599998474121094
717410508,1,3,4,3303000,70,0.05000000074505806
717411483,1,2,3,3731000,69,3.5000000149011612E-2
717412608,2,2,2,738000,16,0
717413658,1,2,2,1987000,47,0.64300000667572021
717414933,1,3,3,3818000,61,0.70200002193450928
717418158,1,1,2,1230000,34,0.05299999937415123
717420333,1,3,2,2701000,60,0.34200000762939453
717424458,1,3,2,1166000,22,0.79500001668930054
717427983,1,3,4,2682000,64,0.21699999272823334
717429258,2,3,4,2450000,45,0.30399999022483826
717432933,1,1,3,4587000,76,0.43799999356269836
717437058,1,2,0,2167000,57,2.6000000536441803E-2
717439983,2,3,3,8293000,63,0.17000000178813934
717442758,1,3,2,4141000,79,0.17399999499320984
717443658,1,3,1,4715000,81,0
717444558,1,1,3,5237000,76,0.65299999713897705
717446208,1,2,1,5083000,69,0.52799999713897705
717448383,2,2,4,2331000,36,0
717450633,2,2,4,1920000,39,0.9309999942779541
717451833,1,3,2,4547000,67,0.12399999797344208
717457008,2,3,3,7991000,90,0
717461283,2,2,3,2066000,45,0.25699999928474426
717463608,1,3,1,4116000,79,0.60000002384185791
717464958,1,2,1,14475000,111,0
717466158,1,4,3,4889000,62,0.29899999499320984
717469158,1,3,0,1606000,54,7.5000002980232239E-2
717471933,1,2,3,8202000,89,0.24699999392032623
717472833,1,3,5,4253000,73,9.7999997437000275E-2
717477783,2,2,2,1563000,36,0.23399999737739563
717478983,1,2,0,2697000,68,0.68699997663497925
717480783,1,1,2,15152000,100,0.21699999272823334
717482658,1,2,2,14485000,106,0
717483558,1,1,2,3547000,61,7.1000002324581146E-2
717487983,1,3,3,2062000,55,0.10899999737739563
717489033,2,1,4,2641000,40,0
717490008,1,1,1,4282000,52,8.5000000894069672E-2
717491058,1,2,3,4012000,60,8.3999998867511749E-2
717494358,1,2,5,15068000,123,0.31000000238418579
717495258,1,3,2,1893000,36,0.10000000149011612
717499083,1,1,2,3013000,78,0
717500133,1,2,3,4240000,63,5.7999998331069946E-2
717502083,2,2,3,2718000,44,0
717504258,1,1,4,1573000,35,0.32100000977516174
717511533,1,2,4,2950000,87,0.69800001382827759
717513933,1,2,1,7385000,90,0
717516333,1,4,1,4125000,82,6.1999998986721039E-2
717517758,1,2,2,2307000,45,0.37099999189376831
717518733,2,3,3,7106000,61,8.1000000238418579E-2
717521508,1,2,0,6932000,87,6.1000000685453415E-2
717524433,1,3,1,4700000,92,0
717529233,2,3,2,4840000,44,0
717531483,1,2,2,4444000,87,0.28099998831748962
717534108,1,1,3,4421000,79,0.58600002527236938
717535083,1,2,1,7153000,84,0.21500000357627869
717538683,1,2,2,3204000,64,4.8999998718500137E-2
717539808,1,2,2,1276000,21,0
717541308,1,2,3,4838000,85,0.55400002002716064
717545808,1,1,2,4549000,70,0.68500000238418579
717547383,1,3,1,4233000,77,0.48199999332427979
717548358,1,3,1,1665000,57,0.87800002098083496
717549408,1,1,3,3024000,51,0
717551358,1,1,4,2279000,56,0.70800000429153442
717553683,1,1,3,4608000,61,0.82800000905990601
717556758,1,2,3,14934000,113,0.74800002574920654
717559533,1,3,1,8212000,100,3.4000001847743988E-2
717561108,1,3,2,1629000,32,1.6000000759959221E-2
717565233,1,3,2,13303000,92,4.1999999433755875E-2
717567333,1,3,2,1661000,35,0.49700000882148743
717568308,1,2,1,4355000,78,0
717569283,1,1,2,4252000,70,0.15000000596046448
717570258,1,2,2,4455000,67,0.78100001811981201
717571683,2,3,3,4536000,61,0
717574683,1,3,1,4756000,85,0.52300000190734863
717575958,2,3,3,2349000,42,0.28299999237060547
717578358,1,1,1,4334000,80,0.20900000631809235
717579258,2,3,3,4782000,50,0.21199999749660492
717580458,2,3,2,7847000,63,0
717581658,1,1,2,1729000,35,0.64399999380111694
717582558,1,2,3,3874000,72,3.4000001847743988E-2
717583908,1,6,1,7603000,81,9.3000002205371857E-2
717585858,1,2,4,2795000,55,9.8999999463558197E-2
717591483,1,1,3,1924000,48,0.59799998998641968
717592758,2,2,2,2418000,44,0.98299998044967651
717595908,1,1,1,1688000,45,0.23100000619888306
717596883,1,3,2,5270000,78,0.22300000488758087
717599283,1,1,2,1844000,49,0.22599999606609344
717600483,1,2,1,7358000,87,2.7000000700354576E-2
717602733,1,3,2,4165000,67,0
717603858,1,2,1,4325000,77,0.31700000166893005
